GSMID	GSEID	BrendaTerm
GSM461078	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461079	GSE18497	T-cell acute lymphoblastic leukemia cell
GSM461073	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461070	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461076	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461077	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461074	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461075	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM523262	GSE20916	colon
GSM523263	GSE20916	colon
GSM523260	GSE20916	colon
GSM523261	GSE20916	colon
GSM523266	GSE20916	colon
GSM523267	GSE20916	colon
GSM523264	GSE20916	colon
GSM523265	GSE20916	colon
GSM523268	GSE20916	colon
GSM523269	GSE20916	colon
GSM556646	GSE22373	macrophage
GSM556647	GSE22373	monocyte
GSM335851	GSE13637	HUVEC cell
GSM335859	GSE13637	HUVEC cell
GSM575676	GSE23501	spleen, diffuse large B-cell lymphoma cell
GSM550917	GSE22148	sputum
GSM496123	GSE19864, GSE19899	IMR-90 cell
GSM496120	GSE19864, GSE19899	IMR-90 cell
GSM496126	GSE19864, GSE19899	IMR-90 cell
GSM496124	GSE19864, GSE19899	IMR-90 cell
GSM496125	GSE19864, GSE19899	IMR-90 cell
GSM575677	GSE23501	lymph node, B-cell lymphoma cell
GSM575674	GSE23501	lymph node, B-cell lymphoma cell
GSM550905	GSE22148	sputum
GSM550904	GSE22148	sputum
GSM550907	GSE22148	sputum
GSM550906	GSE22148	sputum
GSM550901	GSE22148	sputum
GSM550903	GSE22148	sputum
GSM550902	GSE22148	sputum
GSM550909	GSE22148	sputum
GSM550908	GSE22148	sputum
GSM575673	GSE23501	lymph node, B-cell lymphoma cell
GSM272287	GSE10780	breast
GSM272286	GSE10780	breast
GSM272285	GSE10780	breast
GSM272284	GSE10780	breast
GSM272283	GSE10780	breast
GSM272282	GSE10780	breast
GSM272281	GSE10780	breast
GSM272280	GSE10780	breast
GSM213035	GSE8581	lung
GSM213034	GSE8581	lung
GSM213037	GSE8581	lung
GSM213036	GSE8581	lung
GSM272289	GSE10780	breast
GSM272288	GSE10780	breast
GSM550911	GSE22148	sputum
GSM553458	GSE22224	peripheral blood mononuclear cell
GSM553459	GSE22224	peripheral blood mononuclear cell
GSM553456	GSE22224	peripheral blood mononuclear cell
GSM553457	GSE22224	peripheral blood mononuclear cell
GSM553454	GSE22224	peripheral blood mononuclear cell
GSM553455	GSE22224	peripheral blood mononuclear cell
GSM553452	GSE22224	peripheral blood mononuclear cell
GSM553453	GSE22224	peripheral blood mononuclear cell
GSM553450	GSE22224	peripheral blood mononuclear cell
GSM553451	GSE22224	peripheral blood mononuclear cell
GSM575671	GSE23501	lymph node, B-cell lymphoma cell
GSM525371	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525374	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525375	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM525360	GSE21029	lymph node, chronic lymphocytic leukemia cell
GSM400752	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400753	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400750	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400751	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400756	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400757	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400754	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400755	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400758	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400759	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM212788	GSE8581	lung
GSM212789	GSE8581	lung
GSM472083	GSE19069	T-cell lymphoma cell
GSM472082	GSE19069	T-cell lymphoma cell
GSM407256	GSE16214	peripheral blood mononuclear cell
GSM407252	GSE16214	peripheral blood mononuclear cell
GSM407250	GSE16214	peripheral blood mononuclear cell
GSM407251	GSE16214	peripheral blood mononuclear cell
GSM538969	GSE21589	lymph node
GSM407258	GSE16214	peripheral blood mononuclear cell
GSM407259	GSE16214	peripheral blood mononuclear cell
GSM538968	GSE21589	lymph node
GSM662665	GSE26906	colon
GSM381215	GSE15258	blood
GSM381214	GSE15258	blood
GSM401159	GSE16028	blood
GSM401158	GSE16028	blood
GSM381211	GSE15258	blood
GSM381210	GSE15258	blood
GSM381213	GSE15258	blood
GSM381212	GSE15258	blood
GSM401153	GSE16028	blood
GSM401152	GSE16028	blood
GSM401151	GSE16028	blood
GSM401150	GSE16028	blood
GSM401157	GSE16028	blood
GSM401156	GSE16028	blood
GSM401155	GSE16028	blood
GSM401154	GSE16028	blood
GSM472159	GSE19069	T-cell lymphoma cell
GSM472158	GSE19069	T-cell lymphoma cell
GSM472155	GSE19069	T-cell lymphoma cell
GSM472154	GSE19069	T-cell lymphoma cell
GSM472157	GSE19069	T-cell lymphoma cell
GSM472156	GSE19069	T-cell lymphoma cell
GSM472153	GSE19069	T-cell lymphoma cell
GSM472152	GSE19069	T-cell lymphoma cell
GSM535541	GSE20677	peripheral blood mononuclear cell
GSM535542	GSE20677	peripheral blood mononuclear cell
GSM535543	GSE20677	peripheral blood mononuclear cell
GSM274915	GSE10846	lymph node
GSM274914	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274917	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274916	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274911	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274910	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274913	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274912	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274919	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274918	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM119375	GSE5264	bronchial epithelial cell
GSM119374	GSE5264	bronchial epithelial cell
GSM226998	GSE8961	respiratory epithelium cell, A-549 cell
GSM119376	GSE5264	bronchial epithelial cell
GSM119371	GSE5264	bronchial epithelial cell
GSM119370	GSE5264	bronchial epithelial cell
GSM119373	GSE5264	bronchial epithelial cell
GSM119372	GSE5264	bronchial epithelial cell
GSM226996	GSE8961	respiratory epithelium cell, A-549 cell
GSM226997	GSE8961	respiratory epithelium cell, A-549 cell
GSM226994	GSE8961	respiratory epithelium cell, A-549 cell
GSM226995	GSE8961	respiratory epithelium cell, A-549 cell
GSM648648	GSE26440	blood
GSM648649	GSE26440	blood
GSM648646	GSE26440	blood
GSM648647	GSE26440	blood
GSM648644	GSE26440	blood
GSM648645	GSE26440	blood
GSM648642	GSE26440	blood
GSM648643	GSE26440	blood
GSM648640	GSE26440	blood
GSM648641	GSE26440	blood
GSM306777	GSE12187	blood
GSM306776	GSE12187	blood
GSM306775	GSE12187	blood
GSM306779	GSE12187	blood
GSM306778	GSE12187	blood
GSM217013	GSE8742	MCF-7 cell
GSM432152	GSE17251, GSE17254	hepatocyte
GSM351539	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM351538	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM647605	GSE26378	blood
GSM647604	GSE26378	blood
GSM647603	GSE26378	blood
GSM647602	GSE26378	blood
GSM647601	GSE26378	blood
GSM432158	GSE17251, GSE17254	hepatocyte
GSM351531	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM351530	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM283079	GSE11227	blood
GSM351532	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM351535	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM351534	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM351537	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM351536	GSE14000	peripheral blood mononuclear cell, monocyte-derived dendritic cell
GSM93943	GSE4107	colon
GSM93944	GSE4107	colon
GSM93946	GSE4107	colon
GSM93948	GSE4107	colon
GSM427810	GSE17183	liver
GSM107853	GSE4773	brain
GSM107852	GSE4773	brain
GSM107851	GSE4773	brain
GSM107850	GSE4773	brain
GSM107857	GSE4773	brain
GSM107856	GSE4773	brain
GSM107855	GSE4773	brain
GSM107854	GSE4773	brain
GSM107859	GSE4773	brain
GSM107858	GSE4773	brain
GSM572659	GSE23332	blood
GSM572658	GSE23332	blood
GSM423012	GSE16879	colon
GSM423013	GSE16879	colon
GSM423011	GSE16879	colon
GSM423016	GSE16879	colon
GSM423017	GSE16879	colon
GSM423014	GSE16879	colon
GSM423015	GSE16879	colon
GSM423018	GSE16879	colon
GSM423019	GSE16879	colon
GSM280217	GSE11092	peripheral blood
GSM280213	GSE11092	peripheral blood
GSM97794	GSE4290	brain
GSM320593	GSE12777, GSE12790	breast cancer cell line
GSM320592	GSE12777, GSE12790	breast cancer cell line
GSM320591	GSE12777, GSE12790	breast cancer cell line
GSM320590	GSE12777, GSE12790	BT-20 cell
GSM320597	GSE12777, GSE12790	breast cancer cell line
GSM320596	GSE12777, GSE12790	BT-474 cell
GSM320595	GSE12777, GSE12790	AU-565 cell
GSM320594	GSE12777, GSE12790	breast cancer cell line
GSM320599	GSE12777, GSE12790	breast cancer cell line
GSM320598	GSE12777, GSE12790	breast cancer cell line
GSM428954	GSE17183	liver
GSM428955	GSE17183	liver
GSM428952	GSE17183	liver
GSM428953	GSE17183	liver
GSM428950	GSE17183	liver
GSM428951	GSE17183	liver
GSM668110	GSE27071	monocyte
GSM668111	GSE27071	monocyte
GSM668112	GSE27071	monocyte
GSM668113	GSE27071	monocyte
GSM432990	GSE17306	plasma cell
GSM95520	GSE4183	colon
GSM95521	GSE4183	colon
GSM95522	GSE4183	colon
GSM95523	GSE4183	colon
GSM95524	GSE4183	colon
GSM95525	GSE4183	colon
GSM466219	GSE18791	monocyte-derived dendritic cell
GSM466218	GSE18791	monocyte-derived dendritic cell
GSM466217	GSE18791	monocyte-derived dendritic cell
GSM466216	GSE18791	monocyte-derived dendritic cell
GSM466215	GSE18791	monocyte-derived dendritic cell
GSM466214	GSE18791	monocyte-derived dendritic cell
GSM466213	GSE18791	monocyte-derived dendritic cell
GSM466212	GSE18791	monocyte-derived dendritic cell
GSM466211	GSE18791	monocyte-derived dendritic cell
GSM466210	GSE18791	monocyte-derived dendritic cell
GSM596842	GSE24265	brain
GSM596845	GSE24265	brain
GSM181998	GSE7509	monocyte, monocyte-derived dendritic cell
GSM181997	GSE7509	monocyte, monocyte-derived dendritic cell
GSM372701	GSE14924	T-lymphocyte
GSM372703	GSE14924	T-lymphocyte
GSM372702	GSE14924	T-lymphocyte
GSM372705	GSE14924	T-lymphocyte
GSM372704	GSE14924	T-lymphocyte
GSM372707	GSE14924	T-lymphocyte
GSM372706	GSE14924	T-lymphocyte
GSM372709	GSE14924	T-lymphocyte
GSM372708	GSE14924	T-lymphocyte
GSM711666	GSE28726	T-lymphocyte
GSM276063	GSE10890	breast cancer cell line
GSM276062	GSE10890	breast cancer cell line
GSM276061	GSE10890	BT-474 cell
GSM276060	GSE10890	BT-474 cell
GSM276067	GSE10890	breast cancer cell line
GSM276066	GSE10890	breast cancer cell line
GSM276065	GSE10890	breast cancer cell line
GSM276064	GSE10890	breast cancer cell line
GSM276069	GSE10890	breast cancer cell line
GSM276068	GSE10890	breast cancer cell line
GSM272980	GSE10810	breast
GSM450644	GSE18015	brain
GSM450641	GSE18015	brain
GSM450640	GSE18015	brain
GSM450643	GSE18015	brain
GSM450642	GSE18015	brain
GSM446028	GSE17855	acute myeloid leukemia cell
GSM446029	GSE17855	acute myeloid leukemia cell
GSM446022	GSE17855	acute myeloid leukemia cell
GSM446023	GSE17855	acute myeloid leukemia cell
GSM446020	GSE17855	acute myeloid leukemia cell
GSM446021	GSE17855	acute myeloid leukemia cell
GSM446026	GSE17855	acute myeloid leukemia cell
GSM446027	GSE17855	acute myeloid leukemia cell
GSM446024	GSE17855	acute myeloid leukemia cell
GSM446025	GSE17855	acute myeloid leukemia cell
GSM238951	GSE5281	striate cortex
GSM249728	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249729	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM238955	GSE5281	striate cortex
GSM249722	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249723	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249720	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249721	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249726	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249727	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249724	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM249725	GSE9890, GSE9899	ovarian low malignant potential tumor cell
GSM377354	GSE15083	mononuclear cell, synovia
GSM447649	GSE17920	Hodgkin lymphoma cell
GSM447648	GSE17920	Hodgkin lymphoma cell
GSM447645	GSE17920	Hodgkin lymphoma cell
GSM447644	GSE17920	Hodgkin lymphoma cell
GSM447647	GSE17920	Hodgkin lymphoma cell
GSM447646	GSE17920	Hodgkin lymphoma cell
GSM447641	GSE17920	Hodgkin lymphoma cell
GSM447640	GSE17920	Hodgkin lymphoma cell
GSM447643	GSE17920	Hodgkin lymphoma cell
GSM447642	GSE17920	Hodgkin lymphoma cell
GSM503880	GSE20081	uterine cervix
GSM503881	GSE20081	uterine cervix
GSM503882	GSE20081	uterine cervix
GSM503883	GSE20081	uterine cervix
GSM256274	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256275	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256276	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256277	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256270	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256271	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256272	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM256273	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM261272	GSE10334	gingiva
GSM261273	GSE10334	gingiva
GSM261270	GSE10334	gingiva
GSM261271	GSE10334	gingiva
GSM261276	GSE10334	gingiva
GSM256279	GSE10138	lymphocyte, chronic lymphocytic leukemia cell
GSM261274	GSE10334	gingiva
GSM261275	GSE10334	gingiva
GSM439785	GSE17612	brain
GSM439784	GSE17612	brain
GSM439787	GSE17612	brain
GSM439786	GSE17612	brain
GSM439781	GSE17612	brain
GSM439780	GSE17612	brain
GSM439783	GSE17612	brain
GSM439782	GSE17612	brain
GSM439789	GSE17612	brain
GSM439788	GSE17612	brain
GSM550812	GSE22148	sputum
GSM401076	GSE16028	blood
GSM281016	GSE11135	Hep-G2 cell
GSM281017	GSE11135	Hep-G2 cell
GSM281012	GSE11135	Hep-G2 cell
GSM281013	GSE11135	Hep-G2 cell
GSM483302	GSE19429	hematopoietic stem cell, bone marrow
GSM483303	GSE19429	hematopoietic stem cell, bone marrow
GSM726220	GSE10358	bone marrow
GSM726227	GSE10358	bone marrow
GSM721014	GSE29111	blood
GSM596848	GSE24265	brain
GSM726226	GSE10358	bone marrow
GSM491005	GSE19665	liver
GSM304960	GSE12079	T-lymphocyte
GSM304963	GSE12079	T-lymphocyte
GSM304964	GSE12079	T-lymphocyte
GSM304965	GSE12079	T-lymphocyte
GSM304966	GSE12079	T-lymphocyte
GSM304967	GSE12079	T-lymphocyte
GSM502612	GSE20114	blood
GSM502613	GSE20114	blood
GSM502616	GSE20114	blood
GSM502617	GSE20114	blood
GSM502614	GSE20114	blood
GSM502615	GSE20114	blood
GSM502618	GSE20114	blood
GSM502619	GSE20114	blood
GSM721017	GSE29111	blood
GSM446095	GSE17855	acute myeloid leukemia cell
GSM252168	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM252169	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM446094	GSE17855	acute myeloid leukemia cell
GSM252165	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM252166	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM252167	GSE10026, GSE9973	B-lymphocyte, Burkitt lymphoma cell line
GSM336379	GSE13330	BJ cell
GSM181999	GSE7509	monocyte, monocyte-derived dendritic cell
GSM97796	GSE4290, GSE4536	brain
GSM257668	GSE11430, GSE11540	monocyte
GSM257669	GSE11430, GSE11540	macrophage
GSM257664	GSE11430, GSE11540	monocyte
GSM257665	GSE11430, GSE11540	macrophage
GSM257666	GSE11430, GSE11540	monocyte
GSM257667	GSE11430, GSE11540	macrophage
GSM350187	GSE13904	blood
GSM252838	GSE10006, GSE19407	respiratory epithelium cell
GSM252839	GSE10006, GSE19407, GSE8545	respiratory epithelium cell
GSM350186	GSE13904	blood
GSM252832	GSE10006	respiratory epithelium cell
GSM252833	GSE10006, GSE19407, GSE8545	respiratory epithelium cell
GSM252830	GSE10006, GSE19407, GSE8545	respiratory epithelium cell
GSM252831	GSE10006, GSE19407	respiratory epithelium cell
GSM252836	GSE10006, GSE19407, GSE8545	respiratory epithelium cell
GSM252834	GSE10006	respiratory epithelium cell
GSM252835	GSE10006, GSE19407, GSE8545	respiratory epithelium cell
GSM452168	GSE18088	colon
GSM452169	GSE18088	colon
GSM452166	GSE18088	colon
GSM452167	GSE18088	colon
GSM452164	GSE18088	colon
GSM452165	GSE18088	colon
GSM452162	GSE18088	colon
GSM452163	GSE18088	colon
GSM452160	GSE18088	colon
GSM452161	GSE18088	colon
GSM272162	GSE10780	breast
GSM272163	GSE10780	breast
GSM272160	GSE10780	breast
GSM272161	GSE10780	breast
GSM272166	GSE10780	breast
GSM272167	GSE10780	breast
GSM272164	GSE10780	breast
GSM272165	GSE10780	breast
GSM272168	GSE10780	breast
GSM272169	GSE10780	breast
GSM361329	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361328	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361323	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361322	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361321	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361327	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361326	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361325	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361324	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159108	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159109	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159106	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159107	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159104	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159105	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159102	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159103	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159100	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159101	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM275308	GSE10846, GSE17372	lymph node
GSM275303	GSE10846, GSE17372	lymph node
GSM275302	GSE10846, GSE17372	lymph node
GSM275301	GSE10846	lymph node
GSM275300	GSE10846, GSE17372	lymph node
GSM275307	GSE10846, GSE17372	lymph node
GSM275306	GSE10846, GSE17372	lymph node
GSM275305	GSE10846, GSE17372	lymph node
GSM275304	GSE10846, GSE17372	lymph node
GSM578963	GSE23610	MCF-7 cell
GSM578962	GSE23610	MCF-7 cell
GSM494090	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494091	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494092	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494093	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494094	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494095	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM287346	GSE11375	blood
GSM287347	GSE11375	blood
GSM287344	GSE11375	blood
GSM287345	GSE11375	blood
GSM287342	GSE11375	blood
GSM287343	GSE11375	blood
GSM287340	GSE11375	blood
GSM287341	GSE11375	blood
GSM287348	GSE11375	blood
GSM287349	GSE11375	blood
GSM231628	GSE9169	SH-SY5Y cell
GSM231629	GSE9169	SH-SY5Y cell
GSM231624	GSE9169	SH-SY5Y cell
GSM231625	GSE9169	SH-SY5Y cell
GSM231626	GSE9169	SH-SY5Y cell
GSM231627	GSE9169	SH-SY5Y cell
GSM231620	GSE9169	SH-SY5Y cell
GSM231621	GSE9169	SH-SY5Y cell
GSM231622	GSE9169	SH-SY5Y cell
GSM231623	GSE9169	SH-SY5Y cell
GSM651851	GSE26511	cervical carcinoma cell
GSM651850	GSE26511	cervical carcinoma cell
GSM651853	GSE26511	cervical carcinoma cell
GSM651852	GSE26511	cervical carcinoma cell
GSM651855	GSE26511	cervical carcinoma cell
GSM651854	GSE26511	cervical carcinoma cell
GSM651857	GSE26511	cervical carcinoma cell
GSM651856	GSE26511	cervical carcinoma cell
GSM651859	GSE26511	cervical carcinoma cell
GSM651858	GSE26511	cervical carcinoma cell
GSM648702	GSE26440	blood
GSM648704	GSE26440	blood
GSM277273	GSE10934	uterine endometrium
GSM277272	GSE10934	hepatocyte
GSM461083	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM461082	GSE18497	pre-B acute lymphoblastic leukemia cell
GSM300047	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM300046	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM300044	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
